	cleaned_inst_segment	index
3376	mok turn to your right	769.0
3377	move ahead you will find a blue dot that is your destination	769.0
3379	 mok move ahead little bit 	770.0
3380	and then turn to your right 	770.0
3381	move ahead in a straight line path	770.0
3382	you will find aki to your right at some point 	770.0
3383	continue moving in the straight line path	770.0
3384	then you will find a blue dot to your right stop there	770.0
3385	 turn to your right 	771.0
3386	 move towards the blue dot which is your destination 	771.0
3387	 mok turn to your right 	772.0
3388	 move ahead you will find a blue dot to your right stop there 	772.0
3389	 turn to your right 	773.0
3390	 move towards the blue dot 	773.0
3392	 mok turn to your left 	774.0
3393	 move ahead a little bit 	774.0
3394	and then again turn to your left 	774.0
3395	 continue moving in a straight line path	774.0
3396	at some point you will find aki to your left 	774.0
3397	still continue moving in the straight line path	774.0
3398	you will find a blue dot to your left stop there	774.0
3399	 turn to your left 	775.0
3400	 move towards the blue dot 	775.0
3401	 mok turn to your right 	775.0
3402	 move towards aki when you are pretty close to aki stop there 	775.0
3403	 turn to your right again 	776.0
3404	 then move	776.0
3405	continue in a straight line path	776.0
3406	you will find a blue dot to your left at some point stop there 	776.0
3407	 turn to your left reach the blue dot 	776.0
3409	 mok move ahead a little bit	777.0
3410	you will find a blue dot stop there that is your destination 	777.0
3411	 mok about turn 	778.0
3412	 move towards aki	778.0
3413	when you are pretty close to aki stop there 	778.0
3414	 turn to your right 	779.0
3415	 continue in a straight line path	779.0
3416	you will find a blue dot to your left stop there 	779.0
3417	 turn to your left 	780.0
3418	 reach the blue dot that is your destination 	780.0
3420	mok turn to your left	781.0
3421	move ahead you will find a blue dot to your left stop there	781.0
3422	turn to your left again	781.0
3423	continue moving in a straight line path till you reach the blue dot which is your destination	781.0
3425	 mok turn to your left 	782.0
3426	 move towards aki	782.0
3427	when you are pretty close to aki	782.0
3428	stop there 	782.0
3429	 turn to your right 	783.0
3430	 continue moving in a straight line path	783.0
3431	you will find a blue dot to your left	783.0
3432	at some point stop there 	783.0
3433	 turn to your left 	783.0
3434	 and reach the blue dot which is your destination 	783.0
3436	 mok move ahead little bit stop 	784.0
3437	and then turn to your left 	784.0
3438	 continue moving in a straight line path	784.0
3439	And then you will find aki to your left at some point 	784.0
3440	still continue to go in the straight line path	784.0
3441	then you will find a blue dot to your left	784.0
3442	stop there	784.0
3443	 turn to your left 	784.0
3444	 move towards the blue dot which is your destination 	784.0
3445	 mok move ahead towards aki	785.0
3446	And then when you are pretty close to aki stop there 	785.0
3447	 turn to your right 	786.0
3448	 continue moving in a straight line path	786.0
3449	And you will find a blue dot to your left	786.0
3450	stop there 	786.0
3451	 turn to your left 	786.0
3452	 reach the blue dot which is your destination 	786.0
3454	mok turn to your right	787.0
3455	move ahead you will find a blue dot to your right	787.0
3456	stop there	787.0
3457	turn to your right	787.0
3458	continue moving ahead till you reach the blue dot which is your destination	787.0
3460	 mok move ahead you will find a blue dot	788.0
3461	stop there that is your destination 	788.0
3462	 mok turn to your left 	789.0
3463	 move ahead you will find a blue dot that is your destination 	789.0
3465	 mok turn to your left 	790.0
3466	 move towards aki when you are pretty close to aki	790.0
3467	stop there 	790.0
3468	 turn to your right 	790.0
3469	 move ahead in a straight line path	790.0
3470	you will find a blue dot to your left stop there 	790.0
3471	 turn to your left 	790.0
3472	 reach the blue dot 	790.0
3475	Mok turn to your right	791.0
3476	move ahead you will reach aki	791.0
3477	when you are pretty close to aki stop there	791.0
3478	turn to your right	791.0
3479	then move ahead little bit	791.0
3480	then turn to your left	791.0
3481	continue moving ahead you will find a blue dot to your left stop there	791.0
3482	turn to your left	791.0
3483	reach the blue dot	791.0
3485	mok i want you to move a few paces forward	792.0
3486	from where you are without turning around	792.0
3487	make a sharp right angled turn	792.0
3488	and move rightwards toward aki and stop	792.0
3489	when you are a few paces behind her	792.0
3490	you may either face the rear wall or turn around	792.0
3491	but you have to be almost aligned with almost directly aligned with aki	792.0
3492	and a few paces behind thank you	792.0
3494	 mok i want you to reverse 	793.0
3495	 get yourself a few paces behind the position	793.0
3496	you find yourself in now facing away	793.0
3497	from the rear wall of the room 	793.0
3498	or turn around and face the rear wall of the room	793.0
3499	it does not matter a few paces behind 	793.0
3500	 sharp to the right 	793.0
3501	and all the way toward aki almost directly aligned	793.0
3502	till you are almost directly aligned with aki facing aki	793.0
3503	but not quite just a few degrees to akis left	793.0
3504	it would be your right and stop 	793.0
3505	 mok i want you to move toward aki	794.0
3506	till your at a spot thats exactly halfway between where aki is and where you are now again toward aki	794.0
3507	and stop when you are exactly halfway between where aki is and where you find yourself now thank you 	794.0
3508	 mok i need you to move along a diagonal till you are directly aligned with aki and about two yards in front of her 	795.0
3509	and then move a few paces to your left 	795.0
3510	so along a diagonal till you are directly ahead of aki and about two yards away from her 	795.0
3511	and then from that point move a few paces to your left and stop 	795.0
3513	mok i want you to turn around	796.0
3514	and move along a diagonal till you are directly aligned with aki	796.0
3515	and about two yards in front of her	796.0
3516	and then to a few paces	796.0
3517	move a few paces to the left and stop	796.0
3518	so turn around	797.0
3519	move along a diagonal	797.0
3520	till you find yourself directly in line with aki	797.0
3521	from that point move a few paces directly in line with aki	797.0
3522	and about two yards in front of her	797.0
3523	and then about two paces to your left	797.0
3524	and stop thank you	797.0
3526	mok move to the location in which aki is	798.0
3527	get as near to her as possible	798.0
3528	and once you are there	798.0
3529	move forward about a yard or so	798.0
3530	and and then position yourself	798.0
3531	so that you face aki and stop	798.0
3532	so again move to where aki is get as close as you possibly can	799.0
3533	and then move about a yard toward the right hand wall	799.0
3534	 move so that you are facing aki	799.0
3535	and then stop thank you 	799.0
3537	 mok move back	800.0
3538	you can either turn around or reverse a few paces 	800.0
3539	then make a sharp right	800.0
3540	and go in akis direction and stop	800.0
3541	when you are almost directly aligned with her	800.0
3542	and a few paces behind her	800.0
3543	so back a few paces from where you are	800.0
3544	sharp right in akis direction	800.0
3545	stop when you are a few paces away from being directly aligned with her	800.0
3546	so you should be few paces behind her	800.0
3547	but a little to her right thank you	800.0
3549	mok again i want you to move along a diagonal till you find yourself directly aligned with aki	801.0
3550	but about two yards in front of her	801.0
3551	and then once you get there	801.0
3552	move a few paces to the left and stop	801.0
3553	so along a diagonal till you are directly aligned with aki	801.0
3554	and once there a few paces to the left hand wall	801.0
3555	and then stop thank you	801.0
3557	mok move in akis direction till you find yourself at a spot halfway	802.0
3558	between your present position and where aki is	802.0
3559	so move in akis direction till you find yourself at a spot exactly half halfway	803.0
3560	between where aki is and where you are presently positioned thank you	803.0
3561	mok i want you to move along a diagonal	804.0
3562	you can either turn around or reverse a few paces 	804.0
3563	and then from that position of direct alignment	804.0
3564	move a few paces to your left and then stop	804.0
3566	mok again i want you to move along a diagonal	805.0
3567	turn around	805.0
3568	move along a diagonal so that you are aligned with aki	805.0
3569	and once you get there move a few paces to your left and stop	805.0
3570	so along a diagonal till you are aligned with aki and about two yards ahead of her	806.0
3571	and then a few paces to your left and stop thank you	806.0
3573	mok i want you to move toward aki till you find yourself in a position exactly	807.0
3574	half way between where aki is and where you find yourself now	807.0
3575	so move toward aki till you are halfway	808.0
3576	between the point where you are now and the point where aki is now and stop thank you	808.0
3577	mok turn around and move	809.0
3578	turn around face forward	809.0
3579	move along a diagonal till you are aligned with aki	809.0
3580	and about two yards ahead of her	809.0
3581	and then once you get there	809.0
3582	move a few paces to the left and stop thank you	809.0
3583	mok turn around and face the rear wall	810.0
3584	move a few paces toward it	810.0
3585	and then make a sharp right a right angle turn toward aki	810.0
3586	and move till you are directly in front of aki	810.0
3587	and a few paces maybe a foot or two in front of her that is to say closer than her to the rear wall	810.0
3588	and get yourself slightly out of alignment with her	810.0
3589	move a few paces to your left and stop	810.0
3590	so again turn around and face the rear wall	811.0
3591	a few paces in the direction of that rear wall	811.0
3592	sharp turn right toward aki get almost into perfect alignment with aki	811.0
3593	but stop a few paces before that happens thank you	811.0
3595	mok i want you to get yourself into a position halfway between where you are now and where aki is now	812.0
3596	so note where you are now move toward aki	812.0
3597	so that you are halfway between where she is and where you are now thank you	812.0
3598	mok turn and face the direction which aki turn and face in akis direction	813.0
3599	and move toward her	813.0
3600	stopping when you get to a point midway between where she is and where you find yourself now	813.0
3601	so move toward aki but stop when you are at a point midway between where you are now and where she is now thank you	813.0
3603	 mok move along a diagonal till you get into alignment with aki	814.0
3604	and about two yards in front of her	814.0
3605	that is to say she should be closer to the rear wall than you	814.0
3606	you should be two yards in front of her 	814.0
3607	and then once you are directly in alignment and two yards in front of her	814.0
3608	move a few paces to your left and stop 	814.0
3609	 so along a diagonal from where you are till you are directly aligned with aki	815.0
3610	but about two yards in front of her	815.0
3611	so that she is closer to the rear wall than you 	815.0
3612	and then move a few paces to your left	815.0
3613	so that you are now slightly out of alignment with her and stop you 	815.0
3614	 mok move toward aki get as close as you can 	816.0
3615	and then move toward the rear wall of the room for a few paces maybe a foot or two 	816.0
3616	and then then align yourself with aki	816.0
3617	you should be in the same straight line with her then stop 	816.0
3619	 so move toward aki from where you are 	817.0
3620	and then a foot or two to the left of aki	817.0
3621	till you are you and aki are perfectly aligned then stop	817.0
3623	 mok turn around 	818.0
3624	move along a diagonal till you are aligned with aki	818.0
3625	and about two yards in front of aki 	818.0
3626	and then move a few paces to your left and stop 	818.0
3627	 so turn around 	819.0
3628	 move along a diagonal	819.0
3629	till you are at a point that is about two yards in front of aki 	819.0
3630	and then move a few paces to your left and stop thank you 	819.0
3631	 mok move yourself as close as you can to aki	820.0
3632	stand side by side with her 	820.0
3633	and then move about two yards forward toward the wall 	820.0
3634	 and a few paces to the right and stop 	820.0
3635	 so get as close as you can to aki 	821.0
3636	and then keep going for about two yards	821.0
3637	going forward toward the left wall of the room 	821.0
3638	and then move a few paces to the right	821.0
3639	so that you are out of alignment with aki by a few paces stop	821.0
3642	 mok turn around 	822.0
3643	 move along a diagonal	822.0
3644	so that you are at a point that is about two yards in front of aki	822.0
3645	and directly aligned with her 	822.0
3646	and then from that point move a few paces to your left and stop 	822.0
3647	 so turn around 	823.0
3648	 move along a diagonal till you are directly aligned with aki	823.0
3649	and about two yards in front of her 	823.0
3650	and then move slightly to your left a few paces to your left and stop thank you 	823.0
3652	 mok turn around 	824.0
3653	 and move so that you are as close as you can get to aki 	824.0
3654	and then from that point move	824.0
3655	keep moving so that you are closer to the left hand wall of the room	824.0
3656	than she is and about two yards in front of her 	824.0
3657	and then move a few paces to your right and stop 	824.0
3658	 so position yourself adjacent to aki to start 	825.0
3659	and then keep going forward toward the left hand wall of the room	825.0
3660	and then till you are about two yards or so ahead of aki 	825.0
3661	and then move a few paces to the right 	825.0
3662	 get yourself out of alignment with aki by a few paces	825.0
3663	and then stop thank you 	825.0
3665	 mok move toward aki position yourself side by side with her 	826.0
3666	and then keep moving forward toward the left hand wall	826.0
3667	till you are about two yards in front of aki 	826.0
3668	and then move a few paces to your right and stop 	826.0
3669	 so toward aki position yourself next to her 	827.0
3670	 keep moving forward toward the left hand wall of the room	827.0
3671	for about two yards you should be about two yards in front of her 	827.0
3672	and then from that position of direct alignment	827.0
3673	move a few paces to your right	827.0
3674	to the right of aki and stop thank you 	827.0
3675	 mok turn around 	828.0
3676	and move toward aki till you get to a point	828.0
3677	thats exactly midway between your position now and akis position now	828.0
3678	 so again turn around 	829.0
3679	and move till you are at a point	829.0
3680	thats midway between where aki is now and where you are now thank you 	829.0
3681	 mok again i want you to move toward aki	830.0
3682	and position yourself at a spot halfway between the point where you find yourself now and where aki is now 	830.0
3683	 so turn around 	831.0
3684	 and move toward aki	831.0
3685	stop midway between the point	831.0
3686	at which you are now and where aki is now thank you 	831.0
3687	 mok turn around 	832.0
3688	 and move along a diagonal	832.0
3689	so that you are directly aligned with aki	832.0
3690	and about two yards in front of her	832.0
3691	away from the rear wall	832.0
3692	she should be closer to the rear wall than you 	832.0
3693	 and once you are perfectly aligned	832.0
3694	move a few paces to your left and stop 	832.0
3695	 so turn around 	833.0
3696	 move along a diagonal till you are about two yards in front of her	833.0
3697	she should be closer to the rear wall than you 	833.0
3698	and then once you are directly aligned a few paces to the left and then stop thank you 	833.0
3700	 mok again i want you to move along a diagonal	834.0
3701	till you are in the same straight line with aki	834.0
3702	but two yards or so ahead of her that is to say	834.0
3703	she should be closer to the rear wall of the room than you 	834.0
3704	and then once you get there	834.0
3705	step a few paces to the left and stop 	834.0
3706	 so move along a diagonal	835.0
3707	from where you are get to a point	835.0
3708	about two yards in front of aki but in perfect alignment 	835.0
3709	and then move a few paces to the left	835.0
3710	so that shes closer to the rear wall than you	835.0
3711	and you are two yards in front of her 	835.0
3712	 and a few paces to the left thank you 	835.0
3714	 mok turn around 	836.0
3715	and move in akis direction till you find yourself at a point midway	836.0
3716	between where you are now and where aki is now	836.0
3717	so you are now more or less in a straight line along the position that two points on a straight	836.0
3718	line get to the mid point of that line 	836.0
3719	 mok again i want you to turn around 	837.0
3720	 and move in akis direction till you get to a point midway	837.0
3721	between where she is now and where you are now	837.0
3722	a point on the same straight line where you and she are now	837.0
3723	but midway between the two positions thank you 	837.0
3724	 mok i want you to move toward aki	838.0
3725	stand side by side with her 	838.0
3726	and then move forward toward the wall	838.0
3727	that would be the left wall of the room	838.0
3728	till you are about two yards in front of aki 	838.0
3729	and then move to the right a few paces and stop 	838.0
3730	 so move toward aki position yourself side by side with her 	839.0
3731	and then keep moving toward the wall	839.0
3732	the left hand wall of the room till you are about two yards in front of her	839.0
3733	two yards closer to that wall than her 	839.0
3734	and then move to the right a few paces and stop thank you 	839.0
3736	 mok i want you to move a few paces back	840.0
3737	from where you are toward the rear wall of the room 	840.0
3738	and then make a sharp turn right 	840.0
3739	 and move in akis direction	840.0
3740	get yourself directly aligned with her and about	840.0
3741	i dont know a foot and a half lets say away from her	840.0
3742	that is to say you should be closer to the rear wall of the room 	840.0
3743	 and once you are there move a few paces back	840.0
3744	so that you are not perfectly in alignment with her 	840.0
3745	 so back from where you are a few paces 	840.0
3746	 sharp turn right 	840.0
3747	 and move in akis direction	840.0
3748	align yourself perfectly and about a foot and a half away from her	840.0
3749	you should be closer to the rear wall 	840.0
3750	and then move back a few paces	840.0
3751	get yourself slightly out of alignment with her thank you 	840.0
3752	 mok again back a few paces from where you are 	841.0
3753	 sharp turn right 	841.0
3754	and move all the way toward aki	841.0
3755	get yourself into perfect alignment with her	841.0
3756	and about a foot and a half behind her 	841.0
3757	and then move a few paces back 	841.0
3758	 so a few paces back from where you are 	841.0
3759	 sharp turn right 	841.0
3760	 move all the way toward aki till you are perfectly aligned	841.0
3761	with her and about a foot and a half behind her 	841.0
3762	and then move a few paces back and stop 	841.0
3764	 mok i want you to move to where aki is	842.0
3765	position yourself side by side with her	842.0
3766	move about two yards in front of her	842.0
3767	so that you are closer to the left hand wall of the room	842.0
3768	than she is with about two yards between the two of you 	842.0
3769	and then move from that point directly right	842.0
3770	till you are a few paces out of alignment with aki	842.0
3771	and two yards in front of her 	842.0
3772	 so position yourself side by side with aki 	843.0
3773	and then keep moving two yards or so	843.0
3774	forwards toward the left hand wall of the room 	843.0
3775	and then when you are directly aligned with aki and two yards in front of her	843.0
3776	move a few paces to the right and stop thank you 	843.0
3777	 mok i want you to move a few paces back from where you are 	844.0
3778	and then make a sharp turn right 	844.0
3779	 and move toward aki	844.0
3780	get yourself behind aki with about a foot and a half	844.0
3781	separating the two of you 	844.0
3782	and then move slightly out of alignment	844.0
3783	move back a few paces okay and stop 	844.0
3784	 so back a few paces from where you are 	845.0
3785	 sharp turn right toward aki align perfectly with aki 	845.0
3786	 and about a foot and a half behind her 	845.0
3787	and then a few paces to the right thank you 	845.0
3789	 mok move forward a few paces toward that rear wall 	846.0
3790	 turn sharply to the right 	846.0
3791	 and back toward aki	846.0
3792	get yourself directly aligned with aki	846.0
3793	with about a foot and a half between the two of you	846.0
3794	you should be closer to the rear wall than she is 	846.0
3795	and then move a few paces back and stop 	846.0
3797	 mok move toward aki	847.0
3798	position yourself adjacent to aki 	847.0
3799	and then move forwards toward the left hand wall of the room till theres about two yards	847.0
3800	separating you from aki and move	847.0
3801	so that you are about several a few paces to the right of her 	847.0
3802	 so again toward aki set yourself side by side with her 	848.0
3803	 move forward toward the left hand wall of the room	848.0
3804	leaving about two yards between yourself and aki	848.0
3805	and move out of alignment with her about two a few paces to the right	848.0
3806	 mok again move toward aki position yourself directly behind her	849.0
3807	keep moving toward the left hand wall of the room	849.0
3808	till you are at a point which is about two yards away from aki 	849.0
3809	and then step to the right	849.0
3810	so that you are a few paces out of direct alignment with aki 	849.0
3811	 so move so that you are directly behind aki 	850.0
3812	and then keep moving leftward about two yards 	850.0
3813	and then move to the right	850.0
3814	so that you are a few paces out of alignment with aki	850.0
3815	and stop thank you 	850.0
3817	 mok i want you to turn around 	851.0
3818	 and move along a diagonal away from the back of the room	851.0
3819	so that you are about two yards in front of aki 	851.0
3820	 and when you are in direct alignment with her and two yards in front	851.0
3821	move a few paces to your left and stop 	851.0
3822	 so turn around 	852.0
3823	 and move along a diagonal	852.0
3824	till you are about two yards in front of aki and directly aligned 	852.0
3825	and then step a few paces to the left and stop thank you 	852.0
3829	mok again i want you to move toward aki	853.0
3830	position yourself directly behind her	853.0
3831	keep moving left toward the left hand wall of the room	853.0
3832	put about two yards between yourself	853.0
3833	and aki get yourself in perfect alignment with aki 	853.0
3834	and then move a few paces to the right 	853.0
3835	 so from where you are to a point directly behind aki	853.0
3836	you should be touching aki 	853.0
3837	and then move about two yards leftward	853.0
3838	toward the left hand wall of the room	853.0
3839	get yourself directly aligned with aki 	853.0
3840	and then move rightward from that straight line	853.0
3841	about a few paces and stop thank you 	853.0
3842	 mok i want you to move toward where aki is	854.0
3843	and occupy a position halfway between where you are now and where aki is	854.0
3844	now you are more or less in a straight line	854.0
3845	now move along that line in akis direction	854.0
3846	and stop at the midpoint of the line	854.0
3847	between where you are now and where she is now thank you 	854.0
3848	 mok again i want you to get move toward aki	855.0
3849	get yourself in a position side by side with her	855.0
3850	keep moving forwards toward the left hand wall of the room	855.0
3851	and get yourself into direct alignment with her	855.0
3852	with about two yards between the two of you 	855.0
3853	and then move out of alignment by a few paces	855.0
3854	move rightward a few paces 	855.0
3855	 so position yourself adjacent to aki	856.0
3856	move forwards toward the left hand wall of the room 	856.0
3857	and then when you are about two yards	856.0
3858	in front of aki and directly in line with her	856.0
3859	move a few paces to the right and stop 	856.0
3860	 mok turn around 	857.0
3861	 and move along a diagonal away from the back of the room	857.0
3862	till you are about two yards in front of aki and directly aligned with her 	857.0
3863	and then step a few paces to your left and stop 	857.0
3864	 so along a diagonal till you are two feet in front of aki that is to say	858.0
3865	she should be closer to the rear wall of the room 	858.0
3866	 and once you are in direct alignment with her	858.0
3867	move a few paces to your left and stop 	858.0
3868	 mok i want you to move in a straight line toward aki	859.0
3869	and get to the point	859.0
3870	thats midway between where you are now	859.0
3871	and where aki is positioned now 	859.0
3872	 so along that line you are more or less in a straight line	859.0
3873	you and aki move toward aki	859.0
3874	but stop midway between where you are now on that line	859.0
3875	and where she is now thank you 	859.0
3876	 mok i want you to move toward aki	860.0
3877	position yourself side by side with her 	860.0
3878	and then move forwards toward the left hand wall of the room	860.0
3879	so that you are about two yards in front of aki and directly aligned 	860.0
3880	 and from that position move a few paces to your right and stop 	860.0
3881	 so move toward aki	861.0
3882	position yourself side by side	861.0
3883	keep moving forwards till you are about two feet in front of aki	861.0
3884	and you should be closer to the left hand wall of the room	861.0
3885	get yourself directly in alignment with aki 	861.0
3886	and then move a few paces to your right thank you 	861.0
3887	 mok i want you to turn around 	862.0
3888	 and move in a diagonal again as you have done before	862.0
3889	and get yourself to a point	862.0
3890	that is two yards in front of aki	862.0
3891	and directly in alignment	862.0
3892	that is to say she should be closer to the rear wall of the room 	862.0
3893	 and once you are directly in alignment with her	862.0
3894	and two yards in front of her	862.0
3895	move a few paces to your left and stop thank you 	862.0
3896	 mok i want you to move to toward aki	863.0
3897	get yourself just next to her	863.0
3898	keep moving forwards toward the left hand wall of the room	863.0
3899	so that you are about two yards in front of aki 	863.0
3900	and then when you are directly aligned	863.0
3901	and two yards in front of aki	863.0
3902	that is two yards closer to the left hand wall of the room	863.0
3903	move a few paces to your right and stop 	863.0
3904	 so first get yourself side by side with aki 	864.0
3905	and then move about for about two yards	864.0
3906	toward the left hand wall of the room	864.0
3907	you should be closer to that wall than she 	864.0
3908	and then once you are directly in alignment with her	864.0
3909	and two yards in front of her	864.0
3910	move a few paces to your right and stop 	864.0
3911	 mok i want you to turn around 	865.0
3912	and move in akis direction	865.0
3913	observe that you are on a more or less along the same straight line	865.0
3914	now get to the mid point of that line	865.0
3915	the line between where you are now	865.0
3916	and where she is now and then stop	865.0
3917	so toward aki get to the point midway between where she is now	866.0
3918	and where you are now	866.0
3919	 mok i want you to face the rear wall of the room 	866.0
3920	 move toward it a few paces	866.0
3921	maybe a foot and a half or so 	866.0
3922	 make sharp turn right 	866.0
3923	 come in akis direction	866.0
3924	get into alignment into direct alignment with aki 	866.0
3925	and then move a few paces back	866.0
3926	 so again turn around and face the rear wall 	867.0
3927	 move toward it about a foot and a half 	867.0
3928	and then make a sharp turn right 	867.0
3929	and get to move in akis direction and stop	867.0
3930	when you are in perfect alignment with her	867.0
3931	and then move a few paces back 	867.0
3932	 mok again i want you to do more or less what you did the last time	868.0
3933	i want you to do exactly as you did the last time	868.0
3934	back about a foot and a half from where you are toward the rear wall of the room 	868.0
3935	sharp turn right that would be toward aki	868.0
3936	and get yourself in perfect alignment with aki	868.0
3937	and then move a few paces back	868.0
3938	so back about a foot and a half toward the rear wall of the room	869.0
3939	sharp turn toward aki	869.0
3940	 get yourself in perfect alignment with aki 	869.0
3941	move a few paces back thank you 	869.0
3942	 mok i want you to move toward aki along the straight line	870.0
3943	between you and aki and stop midway	870.0
3944	between where you are now and where she is now 	870.0
3945	 so turn toward aki 	871.0
3946	 and move along the straight line between yourself and aki	871.0
3947	stop halfway between where you are now and where she is thank you 	871.0
3948	 mok again a few paces toward the rear wall of the room	872.0
3950	and then make a sharp turn right 	872.0
3951	 come toward aki	872.0
3952	get yourself in a position a foot and a half away	872.0
3953	from her and perfectly aligned with her 	872.0
3954	and then step a few paces back thank you 	872.0
3956	 mok the same thing again	873.0
3957	back a few paces	873.0
3958	toward the rear wall of the room	873.0
3959	say a foot and a half 	873.0
3960	 sharp turn right 	873.0
3961	 get yourself in perfect alignment with aki	873.0
3962	and about one and a half feet away from her 	873.0
3963	and then move a few paces back 	873.0
3964	 so move toward the rear wall of the room 	874.0
3965	 sharp turn right toward aki 	874.0
3966	 get yourself aligned with aki with about a foot	874.0
3967	and a half between the two of you	874.0
3968	you should be closer to the rear wall 	874.0
3969	and then step a few paces back thank you 	874.0
3971	 mok i want you to move toward aki	875.0
3972	stop midway between the point where you are now	875.0
3973	and where she is positioned 	875.0
3974	 ok so move toward aki	875.0
3975	stop at the point midway between where you find yourself now	875.0
3976	and where she is positioned 	875.0
3977	 mok i want you to turn around 	876.0
3978	 and move along a diagonal	876.0
3979	so that you find yourself in front of aki	876.0
3980	and about two yards away from her	876.0
3981	she should be closer to the rear wall of the room	876.0
3982	when you are two yards in front of her perfectly aligned with her 	876.0
3983	and then step a few paces to your left and stop thank you 	876.0
3985	mok again i want you to move toward aki in a straight line	877.0
3986	and stop midway between the point where you are now and where she is now 	877.0
3987	 so turn and face aki 	877.0
3988	 and move toward her along the same straight line	877.0
3989	where you both are now and stop midway between the point	877.0
3990	where she is and you are now when you start off 	877.0
3991	 mok i want you to turn around and face the rear wall of the room 	878.0
3992	 move toward it for about a foot and a half 	878.0
3993	and then make a sharp turn right 	878.0
3994	 and come toward aki	878.0
3995	stop when you are perfectly aligned with aki	878.0
3996	and about a foot and a half away from her	878.0
3997	you should be closer to the rear wall of the room	878.0
3998	move a few paces back and stop	878.0
3999	so again face the rear wall of the room	879.0
4000	move toward it for about a foot and a half	879.0
4001	make a sharp turn right	879.0
4002	 move toward aki	879.0
4003	stop when you are in perfect alignment	879.0
4004	with aki and about a foot and a half behind her 	879.0
4005	and then step a few paces back 	879.0
4009	 alright mok its more or less the same thing again	880.0
4010	few paces back from where you are toward the rear wall of the room	880.0
4011	say a foot and a half 	880.0
4012	and then sharp right toward aki 	880.0
4013	position yourself so that you are perfectly aligned	880.0
4014	with her and a few and a foot and a half away from her	880.0
4015	you should be closer to the rear wall 	880.0
4016	 take a few steps back and stop 	880.0
4018	 mok turn around 	881.0
4019	 and move toward aki	881.0
4020	get yourself positioned side by side with aki 	881.0
4021	 move forwards toward the left hand wall of the room	881.0
4022	so that you are about two yards in front of aki directly aligned 	881.0
4023	and then step a few paces to the right and stop 	881.0
4024	 so first get yourself side by side with aki	882.0
4025	keep moving toward the left hand wall of the room	882.0
4026	so that you are about two yards in front of aki perfectly aligned with her	882.0
4027	you should be two yards closer	882.0
4028	than she to the rear left hand wall of the room 	882.0
4029	and then step a few paces to the right and stop 	882.0
4031	mok i want you to go forwards	883.0
4032	toward that from where you are	883.0
4033	towards that rear wall about a foot and a half	883.0
4034	then make a sharp turn right	883.0
4035	and move toward aki align yourself perfectly with her	883.0
4036	there should be about a foot and a half between the two of you	883.0
4037	and then from that position step a few paces back	883.0
4038	so go toward the rear wall of that room for about a foot and a half	884.0
4039	then make a sharp turn right	884.0
4040	and move toward aki in a straight line	884.0
4041	get yourself into perfect alignment with her leaving a foot and a half between you	884.0
4042	and then step a few paces back thank you	884.0
4044	mok turn around	885.0
4045	and move along a diagonal	885.0
4046	so that you are about two yards in front of aki	885.0
4047	and perfectly aligned with her	885.0
4048	and then step a few paces to the left	885.0
4049	so that she is closer to the rear wall of the room than you with two yards between you	885.0
4050	and you should be slightly out of alignment with her	885.0
4051	ok again along a diagonal two yards in front of aki and perfectly aligned	885.0
4052	and then step a few paces to the left	885.0
4053	she should be closer to the rear wall of the room than you	885.0
4054	 mok move in a straight line more or less straight line toward	886.0
4055	get yourself positioned adjacent to her	886.0
4056	keep moving forwards toward the left hand wall of the room	886.0
4057	put about two yards between yourself and aki	886.0
4058	get yourself into perfect alignment with her 	886.0
4059	and then move a few paces to the right	886.0
4060	so first position yourself side by side with aki	887.0
4061	then move toward the left wall left hand wall of the room	887.0
4062	so that you are closer to it then	887.0
4063	there should be about two yards between the two of you	887.0
4064	get yourself into perfect alignment and two yards in front of aki	887.0
4065	and then move a few paces to the right and stop thank you	887.0
4067	turn left	888.0
4068	go forward half the distance between you and aki	888.0
4070	go forward half the distance between you and aki	889.0
4072	go forward around aki	890.0
4073	and stop two robot lengths behind him	890.0
4074	turn left	891.0
4075	go forward go around aki and stop two robot lengths past him	891.0
4077	turn around	892.0
4078	and go forward half the distance between you and aki	892.0
4080	turn around	893.0
4081	go forward go around aki	893.0
4082	and stop two robot lengths past him	893.0
4083	go forward four robot lengths	894.0
4084	turn left	894.0
4085	and go forward till you are parallel with aki	894.0
4087	turn left	895.0
4088	go forward four robot lengths	895.0
4089	turn right	895.0
4090	and go forward till you are parallel with aki	895.0
4092	turn right	896.0
4093	go forward half the distance between you and aki	896.0
4095	turn around	897.0
4096	go forward four robot lengths	897.0
4097	turn left	897.0
4098	and go forward till you are parallel with aki	897.0
4100	turn left	898.0
4101	go forward half the distance between you and aki	898.0
4103	turn left	899.0
4104	go forward four robot lengths	899.0
4105	turn right	899.0
4106	stop when you are parallel with aki	899.0
4108	turn right	900.0
4109	go forward go around aki	900.0
4110	stop when you are two robot lengths behind him	900.0
4111	turn right	900.0
4112	go forward half the distance between you and aki	900.0
4114	turn left	901.0
4115	go forward half the distance between you and aki	901.0
4117	turn around	902.0
4118	go forward three robot lengths	902.0
4119	turn left	902.0
4120	and go forward till you are parallel with aki	902.0
4122	turn left	903.0
4123	go forward three robot lengths	903.0
4124	turn right	903.0
4125	go straight till you are parallel with aki	903.0
4127	turn around	904.0
4128	go forward half the distance between you and aki	904.0
